"Module","Cmdlet","Example","Line","RuleName","ProblemId","Severity","Description","Extent","Remediation"
"Az.Migrate","Get-AzMigrateLocalReplicationFabric","2","3","Mismatched_Parameter_Value_Type","5111","2","Get-AzMigrateLocalReplicationFabric -InputObject $InputObject is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.IMigrateIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.IFabricModel.(Command)."
"Az.Migrate","New-AzMigrateReplicationPolicy","1","6","Mismatched_Parameter_Value_Type","5111","2","New-AzMigrateReplicationPolicy -ProviderSpecificInput $providerSpecificPolicy is not an expected parameter value type.","-ProviderSpecificInput","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.IPolicyProviderSpecificInput. Now the type is .(Type)."
"Az.Migrate","New-AzMigrateReplicationProtectionContainerMapping","1","10","Mismatched_Parameter_Value_Type","5111","2","New-AzMigrateReplicationProtectionContainerMapping -ProviderSpecificInput $providerSpecificInput is not an expected parameter value type.","-ProviderSpecificInput","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.IReplicationProviderSpecificContainerMappingInput. Now the type is .(Type)."
"Az.Migrate","Remove-AzMigrateLocalServerReplication","2","3","Mismatched_Parameter_Value_Type","5111","2","Remove-AzMigrateLocalServerReplication -InputObject $InputObject is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.IMigrateIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.IProtectedItemModel.(Command)."
"Az.Migrate","Set-AzMigrateLocalServerReplication","1","7","Mismatched_Parameter_Value_Type","5111","2","Set-AzMigrateLocalServerReplication -DynamicMemoryConfig $memoryConfig is not an expected parameter value type.","-DynamicMemoryConfig","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.ProtectedItemDynamicMemoryConfig. Now the type is psobject.(Type)."
"Az.Migrate","Start-AzMigrateLocalServerMigration","2","3","Mismatched_Parameter_Value_Type","5111","2","Start-AzMigrateLocalServerMigration -InputObject $InputObject is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.IMigrateIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.Migrate.Models.IProtectedItemModel.(Command)."
"Az.Migrate","Start-AzMigrateTestMigration","2","1","Unassigned_Variable","5110","2","Get-AzMigrateServerReplication -TargetObjectID $env.srsMachineId is a null-valued parameter value.","-TargetObjectID","Assign value for $env.srsMachineId."
"Az.Migrate","Start-AzMigrateTestMigration","2","1","Unassigned_Variable","5110","2","Get-AzMigrateServerReplication -SubscriptionId $env.srsSubscriptionId is a null-valued parameter value.","-SubscriptionId","Assign value for $env.srsSubscriptionId."
"Az.Migrate","Start-AzMigrateTestMigrationCleanup","2","1","Unassigned_Variable","5110","2","Get-AzMigrateServerReplication -TargetObjectID $env.srsMachineId is a null-valued parameter value.","-TargetObjectID","Assign value for $env.srsMachineId."
"Az.Migrate","Start-AzMigrateTestMigrationCleanup","2","1","Unassigned_Variable","5110","2","Get-AzMigrateServerReplication -SubscriptionId $env.srsSubscriptionId is a null-valued parameter value.","-SubscriptionId","Assign value for $env.srsSubscriptionId."
"Az.Migrate","Start-AzMigrateTestMigrationCleanup","2","2","Unassigned_Variable","5110","2","Start-AzMigrateTestMigrationCleanup -InputObject $ob is a null-valued parameter value.","-InputObject","Assign value for $ob."
